"order_id","order_date","ship_mode","segment","country","city","state","postal_code","region","category","sub_category","product_id","cost_price","list_price","quantity","discount_percent","discount_price","sale_price","profit","year","month"
"365","2022-10-14 00:00:00","Standard Class","Consumer","United States","New York City","New York","10009","East","Furniture","Furnishings","FUR-FU-10000023","40","50","8","4","2","48","8",2022,10
"366","2022-08-15 00:00:00","Standard Class","Consumer","United States","San Francisco","California","94109","West","Office Supplies","Storage","OFF-ST-10001713","200","210","4","5","10.5","199.5","-0.5",2022,8
"367","2023-05-31 00:00:00","Same Day","Corporate","United States","Manchester","Connecticut","6040","East","Office Supplies","Binders","OFF-BI-10002412","20","20","4","3","0.6","19.4","-0.6000000000000014",2023,5
"368","2022-07-15 00:00:00","Same Day","Corporate","United States","Manchester","Connecticut","6040","East","Office Supplies","Supplies","OFF-SU-10001225","10","10","2","3","0.3","9.7","-0.3000000000000007",2022,7
"369","2023-01-30 00:00:00","Same Day","Corporate","United States","Manchester","Connecticut","6040","East","Office Supplies","Storage","OFF-ST-10002406","90","100","7","3","3","97","7",2023,1
"370","2022-10-29 00:00:00","Same Day","Corporate","United States","Manchester","Connecticut","6040","East","Furniture","Bookcases","FUR-BO-10002545","900","1040","4","5","52","988","88",2022,10
"371","2022-09-23 00:00:00","Standard Class","Consumer","United States","Harlingen","Texas","78550","Central","Office Supplies","Paper","OFF-PA-10002036","30","30","5","5","1.5","28.5","-1.5",2022,9
"372","2022-04-28 00:00:00","Standard Class","Consumer","United States","Harlingen","Texas","78550","Central","Office Supplies","Storage","OFF-ST-10002205","40","50","3","3","1.5","48.5","8.5",2022,4
"373","2022-09-27 00:00:00","Standard Class","Consumer","United States","Tucson","Arizona","85705","West","Office Supplies","Binders","OFF-BI-10001982","10","10","5","3","0.3","9.7","-0.3000000000000007",2022,9
"374","2022-03-02 00:00:00","Standard Class","Consumer","United States","Tucson","Arizona","85705","West","Technology","Accessories","TEC-AC-10003911","870","1020","8","2","20.400000000000002","999.6","129.60000000000002",2022,3
"375","2022-11-17 00:00:00","Standard Class","Consumer","United States","Tucson","Arizona","85705","West","Office Supplies","Art","OFF-AR-10000658","10","10","1","2","0.2","9.8","-0.1999999999999993",2022,11
"376","2023-05-16 00:00:00","Standard Class","Consumer","United States","Tucson","Arizona","85705","West","Technology","Accessories","TEC-AC-10002076","410","480","10","4","19.2","460.8","50.80000000000001",2023,5
"377","2022-11-05 00:00:00","First Class","Corporate","United States","Quincy","Illinois","62301","Central","Office Supplies","Paper","OFF-PA-10003039","80","100","4","3","3","97","17",2022,11
"378","2023-02-25 00:00:00","Standard Class","Corporate","United States","Franklin","Massachusetts","2038","East","Furniture","Tables","FUR-TA-10004915","1300","1490","7","2","29.8","1460.2","160.20000000000005",2023,2
"379","2023-05-17 00:00:00","Standard Class","Consumer","United States","Houston","Texas","77095","Central","Office Supplies","Appliances","OFF-AP-10000696","10","10","3","5","0.5","9.5","-0.5",2023,5
"380","2023-12-19 00:00:00","Standard Class","Consumer","United States","Houston","Texas","77095","Central","Office Supplies","Storage","OFF-ST-10003327","20","20","3","3","0.6","19.4","-0.6000000000000014",2023,12
"381","2023-09-05 00:00:00","Standard Class","Consumer","United States","Houston","Texas","77095","Central","Office Supplies","Binders","OFF-BI-10000309","10","10","4","3","0.3","9.7","-0.3000000000000007",2023,9
"382","2023-05-20 00:00:00","First Class","Corporate","United States","San Francisco","California","94109","West","Office Supplies","Paper","OFF-PA-10004734","40","50","7","5","2.5","47.5","7.5",2023,5
"383","2023-04-22 00:00:00","First Class","Corporate","United States","San Francisco","California","94109","West","Office Supplies","Binders","OFF-BI-10002225","50","50","3","5","2.5","47.5","-2.5",2023,4
"384","2023-03-21 00:00:00","Second Class","Corporate","United States","Taylor","Michigan","48180","Central","Technology","Accessories","TEC-AC-10004708","40","40","2","2","0.8","39.2","-0.7999999999999972",2023,3
"385","2023-02-08 00:00:00","Standard Class","Consumer","United States","Pembroke Pines","Florida","33024","South","Furniture","Tables","FUR-TA-10000617","330","380","3","4","15.200000000000001","364.8","34.80000000000001",2023,2
"386","2023-01-27 00:00:00","Standard Class","Consumer","United States","Pembroke Pines","Florida","33024","South","Technology","Accessories","TEC-AC-10002335","70","80","3","3","2.4","77.6","7.599999999999994",2023,1
"387","2023-10-07 00:00:00","Standard Class","Corporate","United States","Philadelphia","Pennsylvania","19140","East","Technology","Machines","TEC-MA-10001681","400","480","4","2","9.6","470.4","70.39999999999998",2023,10
"388","2023-03-04 00:00:00","Standard Class","Corporate","United States","Philadelphia","Pennsylvania","19140","East","Furniture","Furnishings","FUR-FU-10001935","0","0","1","5","0","0","0",2023,3
"389","2023-08-26 00:00:00","First Class","Consumer","United States","Cincinnati","Ohio","45231","East","Office Supplies","Art","OFF-AR-10004757","0","0","1","2","0","0","0",2023,8
"390","2023-03-25 00:00:00","Standard Class","Consumer","United States","New York City","New York","10009","East","Office Supplies","Binders","OFF-BI-10000050","20","20","4","2","0.4","19.6","-0.3999999999999986",2023,3
"391","2023-03-14 00:00:00","Standard Class","Consumer","United States","New York City","New York","10009","East","Technology","Accessories","TEC-AC-10001998","40","40","2","5","2","38","-2",2023,3
"392","2022-05-27 00:00:00","Second Class","Consumer","United States","Des Moines","Washington","98198","West","Technology","Phones","TEC-PH-10003012","230","250","2","4","10","240","10",2022,5
"393","2022-12-19 00:00:00","Second Class","Consumer","United States","Des Moines","Washington","98198","West","Technology","Copiers","TEC-CO-10002313","1600","1800","3","2","36","1764","164",2022,12
"394","2022-11-03 00:00:00","Second Class","Corporate","United States","Peoria","Illinois","61604","Central","Office Supplies","Binders","OFF-BI-10003982","10","10","3","2","0.2","9.8","-0.1999999999999993",2022,11
"395","2022-06-26 00:00:00","Standard Class","Home Office","United States","Las Vegas","Nevada","89115","West","Office Supplies","Binders","OFF-BI-10004492","60","80","3","3","2.4","77.6","17.599999999999994",2022,6
"396","2022-08-23 00:00:00","Second Class","Corporate","United States","Warwick","Rhode Island","2886","East","Office Supplies","Storage","OFF-ST-10000798","40","50","2","3","1.5","48.5","8.5",2022,8
"397","2023-09-23 00:00:00","Second Class","Corporate","United States","Warwick","Rhode Island","2886","East","Office Supplies","Paper","OFF-PA-10002552","10","10","2","2","0.2","9.8","-0.1999999999999993",2023,9
"398","2022-02-02 00:00:00","Standard Class","Home Office","United States","Jackson","Michigan","49201","Central","Office Supplies","Supplies","OFF-SU-10002573","60","70","4","5","3.5","66.5","6.5",2022,2
"399","2023-11-29 00:00:00","Second Class","Consumer","United States","Houston","Texas","77036","Central","Office Supplies","Storage","OFF-ST-10001580","40","40","3","3","1.2","38.8","-1.2000000000000028",2023,11
"400","2022-03-13 00:00:00","Second Class","Consumer","United States","Houston","Texas","77036","Central","Furniture","Bookcases","FUR-BO-10004834","1990","2400","4","5","120","2280","290",2022,3
"401","2022-10-22 00:00:00","Second Class","Consumer","United States","Houston","Texas","77036","Central","Office Supplies","Storage","OFF-ST-10000934","110","130","4","5","6.5","123.5","13.5",2022,10
"402","2023-02-11 00:00:00","Second Class","Consumer","United States","Houston","Texas","77036","Central","Technology","Accessories","TEC-AC-10000158","60","60","2","3","1.7999999999999998","58.2","-1.7999999999999972",2023,2
"403","2023-03-06 00:00:00","First Class","Consumer","United States","Miami","Florida","33180","South","Office Supplies","Paper","OFF-PA-10001947","10","10","2","2","0.2","9.8","-0.1999999999999993",2023,3
"404","2023-12-04 00:00:00","Standard Class","Corporate","United States","Wilmington","North Carolina","28403","South","Office Supplies","Art","OFF-AR-10003478","30","40","6","4","1.6","38.4","8.399999999999999",2023,12
"405","2023-02-12 00:00:00","Standard Class","Consumer","United States","New York City","New York","10024","East","Office Supplies","Appliances","OFF-AP-10004249","40","40","3","3","1.2","38.8","-1.2000000000000028",2023,2
"406","2023-04-02 00:00:00","Standard Class","Consumer","United States","San Francisco","California","94110","West","Technology","Accessories","TEC-AC-10000158","140","180","5","4","7.2","172.8","32.80000000000001",2023,4
"407","2022-08-09 00:00:00","Standard Class","Consumer","United States","San Francisco","California","94110","West","Technology","Copiers","TEC-CO-10004115","1130","1200","3","5","60","1140","10",2022,8
"408","2022-05-25 00:00:00","Standard Class","Consumer","United States","San Francisco","California","94110","West","Office Supplies","Paper","OFF-PA-10003724","30","30","5","4","1.2","28.8","-1.1999999999999993",2022,5
"409","2022-08-28 00:00:00","Standard Class","Consumer","United States","San Francisco","California","94110","West","Furniture","Tables","FUR-TA-10002041","800","1000","7","4","40","960","160",2022,8
"410","2022-11-25 00:00:00","Standard Class","Consumer","United States","San Francisco","California","94110","West","Office Supplies","Paper","OFF-PA-10002893","10","10","1","3","0.3","9.7","-0.3000000000000007",2022,11
"411","2023-12-19 00:00:00","Standard Class","Consumer","United States","San Francisco","California","94110","West","Office Supplies","Labels","OFF-LA-10003766","30","30","9","4","1.2","28.8","-1.1999999999999993",2023,12
"412","2023-01-13 00:00:00","Standard Class","Consumer","United States","San Francisco","California","94110","West","Office Supplies","Paper","OFF-PA-10001970","60","60","1","5","3","57","-3",2023,1
"413","2022-05-11 00:00:00","Standard Class","Consumer","United States","San Francisco","California","94110","West","Furniture","Bookcases","FUR-BO-10001972","1260","1340","13","4","53.6","1286.4","26.40000000000009",2022,5
"414","2023-12-31 00:00:00","Standard Class","Consumer","United States","San Francisco","California","94110","West","Furniture","Chairs","FUR-CH-10003956","100","110","2","5","5.5","104.5","4.5",2023,12
"415","2023-12-08 00:00:00","Standard Class","Corporate","United States","Seattle","Washington","98105","West","Office Supplies","Paper","OFF-PA-10000157","120","140","7","3","4.2","135.8","15.800000000000011",2023,12
"416","2022-08-05 00:00:00","Standard Class","Corporate","United States","Seattle","Washington","98105","West","Furniture","Chairs","FUR-CH-10001891","250","310","4","2","6.2","303.8","53.80000000000001",2022,8
"417","2023-07-10 00:00:00","Standard Class","Consumer","United States","Huntington Beach","California","92646","West","Office Supplies","Art","OFF-AR-10004344","90","100","8","5","5","95","5",2023,7
"418","2022-08-20 00:00:00","Standard Class","Consumer","United States","Los Angeles","California","90004","West","Furniture","Chairs","FUR-CH-10004886","320","380","5","4","15.200000000000001","364.8","44.80000000000001",2022,8
"419","2022-07-20 00:00:00","Standard Class","Corporate","United States","Richmond","Kentucky","40475","South","Office Supplies","Paper","OFF-PA-10003845","10","10","1","5","0.5","9.5","-0.5",2022,7
"420","2022-10-20 00:00:00","Standard Class","Corporate","United States","Los Angeles","California","90045","West","Office Supplies","Art","OFF-AR-10001573","10","10","4","4","0.4","9.6","-0.40000000000000036",2022,10
"421","2022-02-10 00:00:00","Standard Class","Corporate","United States","Los Angeles","California","90045","West","Office Supplies","Envelopes","OFF-EN-10000483","20","20","1","5","1","19","-1",2022,2
"422","2023-08-28 00:00:00","First Class","Consumer","United States","Louisville","Colorado","80027","West","Technology","Accessories","TEC-AC-10004114","160","200","6","3","6","194","34",2023,8
"423","2023-12-18 00:00:00","Standard Class","Corporate","United States","Lawrence","Massachusetts","1841","East","Furniture","Furnishings","FUR-FU-10004712","60","60","4","3","1.7999999999999998","58.2","-1.7999999999999972",2023,12
"424","2022-10-17 00:00:00","Standard Class","Corporate","United States","Lawrence","Massachusetts","1841","East","Office Supplies","Storage","OFF-ST-10000918","30","30","3","5","1.5","28.5","-1.5",2022,10
"425","2023-04-01 00:00:00","Second Class","Consumer","United States","Jackson","Mississippi","39212","South","Furniture","Chairs","FUR-CH-10000015","800","870","4","4","34.800000000000004","835.2","35.200000000000045",2023,4
"426","2023-12-26 00:00:00","Second Class","Corporate","United States","Canton","Michigan","48187","Central","Furniture","Furnishings","FUR-FU-10003347","30","30","2","4","1.2","28.8","-1.1999999999999993",2023,12
"427","2023-11-07 00:00:00","Second Class","Corporate","United States","Canton","Michigan","48187","Central","Office Supplies","Binders","OFF-BI-10001543","280","290","8","4","11.6","278.4","-1.6000000000000227",2023,11
"428","2023-06-03 00:00:00","First Class","Home Office","United States","New Rochelle","New York","10801","East","Technology","Machines","TEC-MA-10000029","60","70","1","3","2.1","67.9","7.900000000000006",2023,6
"429","2022-02-18 00:00:00","Standard Class","Corporate","United States","San Antonio","Texas","78207","Central","Office Supplies","Art","OFF-AR-10000369","10","10","6","5","0.5","9.5","-0.5",2022,2
"430","2023-03-19 00:00:00","Standard Class","Home Office","United States","Gastonia","North Carolina","28052","South","Office Supplies","Binders","OFF-BI-10004584","160","190","2","4","7.6000000000000005","182.4","22.400000000000006",2023,3
"431","2023-03-10 00:00:00","Standard Class","Home Office","United States","Gastonia","North Carolina","28052","South","Technology","Accessories","TEC-AC-10004659","330","410","7","3","12.299999999999999","397.7","67.69999999999999",2023,3
"432","2023-09-23 00:00:00","Standard Class","Home Office","United States","Gastonia","North Carolina","28052","South","Technology","Accessories","TEC-AC-10004659","270","290","5","5","14.5","275.5","5.5",2023,9
"433","2022-04-15 00:00:00","Standard Class","Home Office","United States","Gastonia","North Carolina","28052","South","Office Supplies","Storage","OFF-ST-10000617","0","0","2","3","0","0","0",2022,4
"434","2023-08-17 00:00:00","First Class","Consumer","United States","Lowell","Massachusetts","1852","East","Office Supplies","Storage","OFF-ST-10003306","580","710","5","4","28.400000000000002","681.6","101.60000000000002",2023,8
"435","2022-02-13 00:00:00","Standard Class","Consumer","United States","Jacksonville","Florida","32216","South","Office Supplies","Binders","OFF-BI-10000773","0","0","2","5","0","0","0",2022,2
"436","2023-10-25 00:00:00","Standard Class","Consumer","United States","Jacksonville","Florida","32216","South","Technology","Accessories","TEC-AC-10002600","210","250","5","2","5","245","35",2023,10
"437","2023-02-10 00:00:00","Second Class","Home Office","United States","Chicago","Illinois","60623","Central","Technology","Machines","TEC-MA-10002937","930","1010","3","4","40.4","969.6","39.60000000000002",2023,2
"438","2022-02-23 00:00:00","Second Class","Home Office","United States","Chicago","Illinois","60623","Central","Office Supplies","Paper","OFF-PA-10001970","270","310","7","4","12.4","297.6","27.600000000000023",2022,2
"439","2022-11-18 00:00:00","Standard Class","Corporate","United States","Houston","Texas","77070","Central","Office Supplies","Paper","OFF-PA-10002230","30","30","8","3","0.8999999999999999","29.1","-0.8999999999999986",2022,11
"440","2022-06-06 00:00:00","Second Class","Corporate","United States","New York City","New York","10024","East","Furniture","Chairs","FUR-CH-10003396","190","210","3","5","10.5","199.5","9.5",2022,6
"441","2022-01-09 00:00:00","Second Class","Consumer","United States","Detroit","Michigan","48227","Central","Furniture","Furnishings","FUR-FU-10000246","10","10","1","3","0.3","9.7","-0.3000000000000007",2022,1
"442","2023-05-30 00:00:00","Second Class","Consumer","United States","Detroit","Michigan","48227","Central","Office Supplies","Storage","OFF-ST-10000060","150","190","3","4","7.6000000000000005","182.4","32.400000000000006",2023,5
"443","2022-10-15 00:00:00","Second Class","Consumer","United States","Detroit","Michigan","48227","Central","Office Supplies","Storage","OFF-ST-10003058","60","70","3","4","2.8000000000000003","67.2","7.200000000000003",2022,10
"444","2022-12-15 00:00:00","Second Class","Consumer","United States","Detroit","Michigan","48227","Central","Office Supplies","Paper","OFF-PA-10002222","80","90","4","3","2.6999999999999997","87.3","7.299999999999997",2022,12
"445","2022-07-06 00:00:00","Second Class","Consumer","United States","Detroit","Michigan","48227","Central","Furniture","Chairs","FUR-CH-10002372","210","240","3","4","9.6","230.4","20.400000000000006",2022,7
"446","2022-03-13 00:00:00","Second Class","Consumer","United States","Detroit","Michigan","48227","Central","Office Supplies","Labels","OFF-LA-10001317","20","20","7","3","0.6","19.4","-0.6000000000000014",2022,3
"447","2022-10-07 00:00:00","Second Class","Consumer","United States","Columbus","Indiana","47201","Central","Furniture","Furnishings","FUR-FU-10000206","0","0","1","2","0","0","0",2022,10
"448","2023-12-05 00:00:00","Second Class","Consumer","United States","Auburn","New York","13021","East","Office Supplies","Art","OFF-AR-10000588","50","60","3","4","2.4","57.6","7.600000000000001",2023,12
"449","2023-12-07 00:00:00","Second Class","Consumer","United States","Auburn","New York","13021","East","Office Supplies","Storage","OFF-ST-10001469","130","160","3","4","6.4","153.6","23.599999999999994",2023,12
"450","2022-03-14 00:00:00","Second Class","Consumer","United States","Auburn","New York","13021","East","Office Supplies","Art","OFF-AR-10001953","210","260","6","2","5.2","254.8","44.80000000000001",2022,3
"451","2023-07-21 00:00:00","Second Class","Consumer","United States","Auburn","New York","13021","East","Office Supplies","Art","OFF-AR-10003156","30","30","3","4","1.2","28.8","-1.1999999999999993",2023,7
"452","2022-04-04 00:00:00","Second Class","Consumer","United States","Auburn","New York","13021","East","Office Supplies","Art","OFF-AR-10004974","10","10","3","4","0.4","9.6","-0.40000000000000036",2022,4
"453","2023-03-16 00:00:00","Second Class","Consumer","United States","Auburn","New York","13021","East","Technology","Phones","TEC-PH-10002365","40","40","4","3","1.2","38.8","-1.2000000000000028",2023,3
"454","2022-12-05 00:00:00","Standard Class","Corporate","United States","Akron","Ohio","44312","East","Furniture","Tables","FUR-TA-10001539","220","280","2","4","11.200000000000001","268.8","48.80000000000001",2022,12
"455","2023-12-23 00:00:00","Standard Class","Corporate","United States","Akron","Ohio","44312","East","Office Supplies","Storage","OFF-ST-10000142","570","670","2","2","13.4","656.6","86.60000000000002",2023,12
"456","2022-11-08 00:00:00","Standard Class","Corporate","United States","Norman","Oklahoma","73071","Central","Technology","Accessories","TEC-AC-10001772","50","60","4","5","3","57","7",2022,11
"457","2023-03-26 00:00:00","Standard Class","Consumer","United States","Concord","California","94521","West","Furniture","Chairs","FUR-CH-10000225","120","130","2","2","2.6","127.4","7.400000000000006",2023,3
"458","2023-12-22 00:00:00","Standard Class","Consumer","United States","Decatur","Illinois","62521","Central","Furniture","Chairs","FUR-CH-10002331","670","750","3","5","37.5","712.5","42.5",2023,12
"459","2023-09-24 00:00:00","Standard Class","Consumer","United States","Decatur","Illinois","62521","Central","Office Supplies","Envelopes","OFF-EN-10001415","10","10","2","2","0.2","9.8","-0.1999999999999993",2023,9
"460","2022-11-30 00:00:00","Standard Class","Consumer","United States","Seattle","Washington","98115","West","Office Supplies","Appliances","OFF-AP-10002472","80","100","4","3","3","97","17",2022,11
"461","2023-02-04 00:00:00","Standard Class","Consumer","United States","Seattle","Washington","98115","West","Technology","Accessories","TEC-AC-10004571","760","900","9","5","45","855","95",2023,2
"462","2022-10-01 00:00:00","Standard Class","Consumer","United States","Seattle","Washington","98115","West","Office Supplies","Binders","OFF-BI-10001098","50","50","3","2","1","49","-1",2022,10
"463","2022-05-11 00:00:00","Standard Class","Home Office","United States","Phoenix","Arizona","85023","West","Furniture","Furnishings","FUR-FU-10000023","20","20","5","3","0.6","19.4","-0.6000000000000014",2022,5
"464","2023-03-05 00:00:00","Standard Class","Home Office","United States","Phoenix","Arizona","85023","West","Furniture","Tables","FUR-TA-10001889","1080","1270","6","4","50.800000000000004","1219.2","139.20000000000005",2023,3
"465","2023-02-09 00:00:00","Standard Class","Home Office","United States","Phoenix","Arizona","85023","West","Office Supplies","Binders","OFF-BI-10000315","30","30","5","4","1.2","28.8","-1.1999999999999993",2023,2
"466","2023-04-23 00:00:00","Standard Class","Home Office","United States","Phoenix","Arizona","85023","West","Office Supplies","Supplies","OFF-SU-10003505","180","190","2","5","9.5","180.5","0.5",2023,4
"467","2023-10-14 00:00:00","Standard Class","Home Office","United States","Phoenix","Arizona","85023","West","Office Supplies","Appliances","OFF-AP-10002578","80","80","2","3","2.4","77.6","-2.4000000000000057",2023,10
"468","2022-04-24 00:00:00","Standard Class","Home Office","United States","Park Ridge","Illinois","60068","Central","Furniture","Furnishings","FUR-FU-10002918","200","250","7","3","7.5","242.5","42.5",2022,4
"469","2023-04-20 00:00:00","Standard Class","Corporate","United States","Amarillo","Texas","79109","Central","Furniture","Bookcases","FUR-BO-10002824","200","210","2","5","10.5","199.5","-0.5",2023,4
"470","2022-12-04 00:00:00","Second Class","Consumer","United States","Chicago","Illinois","60610","Central","Office Supplies","Binders","OFF-BI-10002194","0","0","3","3","0","0","0",2022,12
"471","2022-11-20 00:00:00","Standard Class","Corporate","United States","Lindenhurst","New York","11757","East","Office Supplies","Paper","OFF-PA-10004071","50","60","1","3","1.7999999999999998","58.2","8.200000000000003",2022,11
"472","2022-01-25 00:00:00","Second Class","Consumer","United States","San Francisco","California","94110","West","Office Supplies","Storage","OFF-ST-10002743","290","340","3","2","6.8","333.2","43.19999999999999",2022,1
"473","2023-10-27 00:00:00","Second Class","Consumer","United States","San Francisco","California","94110","West","Furniture","Bookcases","FUR-BO-10001601","200","220","2","5","11","209","9",2023,10
"474","2022-12-27 00:00:00","Second Class","Consumer","United States","San Francisco","California","94110","West","Technology","Phones","TEC-PH-10002680","610","700","4","2","14","686","76",2022,12
"475","2023-12-12 00:00:00","Second Class","Consumer","United States","San Francisco","California","94110","West","Office Supplies","Storage","OFF-ST-10001321","80","90","6","3","2.6999999999999997","87.3","7.299999999999997",2023,12
"476","2022-07-16 00:00:00","Second Class","Consumer","United States","San Francisco","California","94110","West","Office Supplies","Paper","OFF-PA-10001509","60","60","7","3","1.7999999999999998","58.2","-1.7999999999999972",2022,7
"477","2022-06-30 00:00:00","Second Class","Consumer","United States","San Francisco","California","94110","West","Office Supplies","Paper","OFF-PA-10003465","90","90","5","4","3.6","86.4","-3.5999999999999943",2022,6
"478","2023-08-06 00:00:00","Standard Class","Corporate","United States","Los Angeles","California","90008","West","Technology","Phones","TEC-PH-10000149","90","100","6","4","4","96","6",2023,8
"479","2022-02-01 00:00:00","Standard Class","Consumer","United States","Troy","New York","12180","East","Furniture","Furnishings","FUR-FU-10002671","30","40","3","4","1.6","38.4","8.399999999999999",2022,2
"480","2023-07-03 00:00:00","Standard Class","Corporate","United States","New York City","New York","10024","East","Office Supplies","Art","OFF-AR-10003045","10","10","5","4","0.4","9.6","-0.40000000000000036",2023,7
"481","2023-08-07 00:00:00","Standard Class","Corporate","United States","New York City","New York","10024","East","Office Supplies","Storage","OFF-ST-10000689","600","700","5","5","35","665","65",2023,8
"482","2022-12-16 00:00:00","Standard Class","Consumer","United States","San Diego","California","92024","West","Technology","Accessories","TEC-AC-10001445","10","10","3","2","0.2","9.8","-0.1999999999999993",2022,12
"483","2023-02-03 00:00:00","Standard Class","Consumer","United States","New York City","New York","10024","East","Office Supplies","Art","OFF-AR-10002053","10","10","2","4","0.4","9.6","-0.40000000000000036",2023,2
"484","2023-10-10 00:00:00","Standard Class","Consumer","United States","New York City","New York","10024","East","Technology","Accessories","TEC-AC-10002567","140","160","2","4","6.4","153.6","13.599999999999994",2023,10
"485","2023-10-15 00:00:00","First Class","Home Office","United States","Los Angeles","California","90045","West","Office Supplies","Labels","OFF-LA-10003923","30","30","2","5","1.5","28.5","-1.5",2023,10
"486","2023-12-14 00:00:00","First Class","Home Office","United States","Los Angeles","California","90045","West","Furniture","Bookcases","FUR-BO-10001337","480","510","5","4","20.400000000000002","489.6","9.600000000000023",2023,12
"487","2023-03-09 00:00:00","First Class","Home Office","United States","Los Angeles","California","90045","West","Technology","Phones","TEC-PH-10001924","250","280","5","5","14","266","16",2023,3
"488","2023-04-28 00:00:00","First Class","Consumer","United States","Chicago","Illinois","60610","Central","Technology","Phones","TEC-PH-10001363","2300","2740","6","4","109.60000000000001","2630.4","330.4000000000001",2023,4
"489","2022-12-22 00:00:00","Second Class","Home Office","United States","Huntsville","Texas","77340","Central","Technology","Phones","TEC-PH-10000376","10","10","1","5","0.5","9.5","-0.5",2022,12
"490","2023-06-06 00:00:00","Second Class","Home Office","United States","Huntsville","Texas","77340","Central","Technology","Accessories","TEC-AC-10000303","50","60","2","5","3","57","7",2023,6
"491","2022-02-08 00:00:00","Second Class","Home Office","United States","Huntsville","Texas","77340","Central","Office Supplies","Art","OFF-AR-10001953","70","70","2","4","2.8000000000000003","67.2","-2.799999999999997",2022,2
"492","2023-01-08 00:00:00","Standard Class","Consumer","United States","Rochester","New York","14609","East","Office Supplies","Storage","OFF-ST-10001809","410","450","5","4","18","432","22",2023,1
"493","2023-01-03 00:00:00","Standard Class","Consumer","United States","Rochester","New York","14609","East","Office Supplies","Envelopes","OFF-EN-10003845","10","10","3","5","0.5","9.5","-0.5",2023,1
"494","2023-06-26 00:00:00","Standard Class","Consumer","United States","Seattle","Washington","98115","West","Technology","Accessories","TEC-AC-10000991","80","90","2","4","3.6","86.4","6.400000000000006",2023,6
"495","2022-12-09 00:00:00","Second Class","Consumer","United States","Memphis","Tennessee","38109","South","Furniture","Tables","FUR-TA-10001857","180","190","3","5","9.5","180.5","0.5",2022,12
"496","2022-10-13 00:00:00","Standard Class","Consumer","United States","Fayetteville","Arkansas","72701","South","Office Supplies","Envelopes","OFF-EN-10001434","100","110","2","3","3.3","106.7","6.700000000000003",2022,10
"497","2022-05-21 00:00:00","Standard Class","Consumer","United States","Costa Mesa","California","92627","West","Office Supplies","Binders","OFF-BI-10002498","110","120","8","2","2.4","117.6","7.599999999999994",2022,5
"498","2022-08-28 00:00:00","Standard Class","Consumer","United States","Costa Mesa","California","92627","West","Furniture","Furnishings","FUR-FU-10004864","230","260","4","2","5.2","254.8","24.80000000000001",2022,8
"499","2022-04-10 00:00:00","Standard Class","Consumer","United States","Costa Mesa","California","92627","West","Furniture","Chairs","FUR-CH-10002602","200","240","2","5","12","228","28",2022,4
"500","2023-08-28 00:00:00","Standard Class","Consumer","United States","Costa Mesa","California","92627","West","Furniture","Furnishings","FUR-FU-10000073","60","70","9","5","3.5","66.5","6.5",2023,8
"501","2022-12-25 00:00:00","Standard Class","Corporate","United States","Parker","Colorado","80134","West","Office Supplies","Binders","OFF-BI-10001670","20","20","2","4","0.8","19.2","-0.8000000000000007",2022,12
"502","2023-04-29 00:00:00","Standard Class","Corporate","United States","Parker","Colorado","80134","West","Office Supplies","Binders","OFF-BI-10001658","10","10","2","5","0.5","9.5","-0.5",2023,4
"503","2023-11-06 00:00:00","Standard Class","Corporate","United States","Parker","Colorado","80134","West","Furniture","Chairs","FUR-CH-10001215","650","800","2","3","24","776","126",2023,11
"504","2023-10-28 00:00:00","Standard Class","Corporate","United States","Parker","Colorado","80134","West","Office Supplies","Binders","OFF-BI-10000831","0","0","3","4","0","0","0",2023,10
"505","2022-08-03 00:00:00","Standard Class","Corporate","United States","Parker","Colorado","80134","West","Office Supplies","Paper","OFF-PA-10000357","30","30","1","4","1.2","28.8","-1.1999999999999993",2022,8
"506","2023-01-27 00:00:00","Second Class","Corporate","United States","New York City","New York","10024","East","Office Supplies","Binders","OFF-BI-10003274","20","20","5","3","0.6","19.4","-0.6000000000000014",2023,1
"507","2022-07-28 00:00:00","Standard Class","Consumer","United States","Atlanta","Georgia","30318","South","Office Supplies","Art","OFF-AR-10001662","0","0","1","3","0","0","0",2022,7
"508","2023-03-04 00:00:00","Standard Class","Consumer","United States","Atlanta","Georgia","30318","South","Office Supplies","Art","OFF-AR-10003856","10","10","3","2","0.2","9.8","-0.1999999999999993",2023,3
"509","2022-10-10 00:00:00","Standard Class","Consumer","United States","Atlanta","Georgia","30318","South","Office Supplies","Storage","OFF-ST-10001228","50","50","3","4","2","48","-2",2022,10
"510","2023-12-10 00:00:00","Standard Class","Consumer","United States","Atlanta","Georgia","30318","South","Office Supplies","Binders","OFF-BI-10003527","5210","6350","5","3","190.5","6159.5","949.5",2023,12
"511","2023-01-30 00:00:00","First Class","Consumer","United States","Gladstone","Missouri","64118","Central","Furniture","Furnishings","FUR-FU-10001290","110","130","3","2","2.6","127.4","17.400000000000006",2023,1
"512","2022-12-28 00:00:00","First Class","Consumer","United States","Gladstone","Missouri","64118","Central","Technology","Accessories","TEC-AC-10002399","40","40","2","2","0.8","39.2","-0.7999999999999972",2022,12
"513","2022-10-28 00:00:00","First Class","Consumer","United States","Newark","Ohio","43055","East","Office Supplies","Art","OFF-AR-10002053","10","10","3","4","0.4","9.6","-0.40000000000000036",2022,10
